,statement,choice
0, The world has the same time zones ,"#statement:  The world has the same time zones 

        Select the most corresponding reason why this statement is against common sense:
        A. Places have different things and times for each of them on location.
B. The time zones are decided by the earth's rotation
C. Time is different each day and place.
        choice: 
         (A)"
0, Some people like to put a scarf around their ears. ,"#statement:  Some people like to put a scarf around their ears. 

        Select the most corresponding reason why this statement is against common sense:
        A. You can't put a scarf around an ear.
B. A scarf cannot fit inside an ear.
C. A scarf and an ear are not made out of the same material.
        choice: 
         (A)"
0," If you need water, get it from the oven. ","#statement:  If you need water, get it from the oven. 

        Select the most corresponding reason why this statement is against common sense:
        A. I love to drink water.
B. There is no water in the oven.
C. Put that turkey in the oven.
        choice: 
         B"
0, She checked the bucket for the time ,"#statement:  She checked the bucket for the time 

        Select the most corresponding reason why this statement is against common sense:
        A. There is no time in the bucket
B. She checked the bucket for the clock
C. the bucket is cheaper than the clock
        choice: 
         (A)There is no time in a bucked, so it doesn't make any sens to check if there are times inside of one"
0, Skyscrapers can cause rips in the sky. ,"#statement:  Skyscrapers can cause rips in the sky. 

        Select the most corresponding reason why this statement is against common sense:
        A. Buildings have no physical contact with the sky.
B. Skyscrapers have a rod on top to hold the sky away.
C. Skyscrapers only scrape the sky, they do not rip it.
        choice: 
         (D) All of above"
0, Chairs are large and heavy machines. ,"#statement:  Chairs are large and heavy machines. 

        Select the most corresponding reason why this statement is against common sense:
        A. he uses the machine to produce a chair
B. Chairs can be large, but they're not machines.
C. Chairs come in a wide variety of colors.
        choice: 
         B"
0, HE EATS THE PIANO. ,"#statement:  HE EATS THE PIANO. 

        Select the most corresponding reason why this statement is against common sense:
        A. PIANO AND VIOLIN  ARE DIFFERENT INSTRUMENTS,  BUT NOT FOOD
B. PEOPLE CAN BUY VIOLIN AND PIANO
C. THE CAKE LOOKS LIKE A PIANO
        choice: 
         (A)"
0, After sunset sky turns blue ,"#statement:  After sunset sky turns blue 

        Select the most corresponding reason why this statement is against common sense:
        A. Sky is usually blue
B. there is a blue car under the sky
C. Sky becomes dark after sunset
        choice: 
         (A) The author of that textbook has never seen an actual nightfall in their life, because it's not true!"
0, The Carpenter Chopped the Train ,"#statement:  The Carpenter Chopped the Train 

        Select the most corresponding reason why this statement is against common sense:
        A. The Carpenter was taking the train
B. The Train was not willing to be chopped
C. the train is too hard to chop
        choice: 
         B"
0, Sally taught her students burglary ,"#statement:  Sally taught her students burglary 

        Select the most corresponding reason why this statement is against common sense:
        A. Burglary can be lucrative
B. His student was arrested because of burglary
C. Burglary is illegal
        choice: 
         (D) All above"
