,Unnamed: 0,statement,choice,choices
950,950, She purchased four supermarket tickets. ,C,"A. in the supermarket, you can buy tickets.
B. supermarket sells a lot of things
C. People don't need tickets to enter a supermarket."
951,951, If you want to go for a jog then you should start singing ,C,"A. Joggers aren't singers
B. Singers can jog
C. Singing has nothing to do with jogging"
952,952, he drove to the moon before it closed at 9pm ,C,"A. there are moon-shaped throw pillows in the store
B. the moon is a non-luminous planet
C. the moon is too far away from us"
953,953," a rock is a bouncy, round object made of rubber ",A,"A. a rock is made of minerals
B. if you bounce rocks you hurt yourself
C. rocks are sharp"
954,954, She continued watching TV as she urinated in her pants. ,C,"A. You can change your diaper in the bathroom.
B. The child urinated in her pants
C. It is unsanitary and can be harmful to the skin to sit in urine-soaked clothes."
955,955, He left his dog at a service center for an oil change ,B,"A. dogs will not drink oil
B. Dogs don't require any oil change
C. A dog may bite the people at a service center"
956,956, my brother always play football in a swimming tank ,B,"A. both swimming and football are sport
B. football is played on land
C. football unable to run fast in water"
957,957, Plants don't need the sunlight to grow. ,A,"A. Plants need to undergo photosynthesis with sunlight to produce energy to grow.
B. Plants produce oxygen.
C. Most plants are green."
958,958, any dead dog can learn how to do a trick with his breed ,C,"A. some breeds of dog are easy to suffer from diseases and die
B. I taught my dog a new breed and it is playing dead
C. no dog breed can learn or do tricks after being dead"
959,959, Please turn on the lights? It is shinny ,B,"A. there are special goggles to see in shinny areas
B. people cannot see well in shinny areas
C. The light is so shinnied that it hurts my eyes"
960,960, She drove eloquently into the sky. ,B,"A. The sky is blue and anything blue cannot be eloquent.
B. Anything that can be driven can't go into the sky.
C. You can't drive the sky."
961,961, elephants eat rabbits and rats ,B,"A. elephants, rats, and rabbits live in the African savannah
B. the elephant is a herbivore and does not eat animals
C. elephants, rats, and rabbits are all mammals"
962,962, Jane put a shark on her vegetable. ,B,"A. Sharks are animals and vegetables are good for the body.
B. Jane cannot eat a shark.
C. Shark do not eat a vegetable."
963,963, Malls are found in the sky. ,C,"A. Shawn went to the mall by bus.
B. Sky is blue.
C. Malls are on the ground."
964,964, Turkey is a color ,C,"A. Turkey is eatable
B. Turkey feathers have different colors
C. Turkey is an animal"
965,965, She's a yogurt now and doesn't do anything fun ,C,"A. Yogurt is a delicious dessert and should not be confused with physical actions
B. She is eating yogurt now
C. A person cannot be an object like yogurt"
966,966, Paper comes from tears cried by the planet ,C,"A. Paper have many different colors
B. Paper is one of the most important things in life
C. Paper is a byproduct of Trees"
967,967, He ate an interesting book. ,C,"A. An interesting book should not be eaten.
B. Books are made of metal, so they can't be eaten.
C. Books aren't edible as food."
968,968, You are likely to find zebras in an office building ,B,"A. Zebras lines can be found around an office building
B. Zebras exist in the wild and in zoos
C. People in an office building is watching a documentary about zebra"
969,969, Outfielders catch the ball from pitchers. ,A,"A. Outfielders play outfield and catchers catch the ball thrown from the pitcher.
B. Baseball is a sport.
C. Baseballs are hit by batters."
970,970, He fed the dog eucalyptus leaves. ,B,"A. Dogs don't eat food that starts with the letter ""E"".
B. Eucalyptus leaves are poisonous to dogs.
C. Eucalyptus leaves grow in trees to tall for dogs."
971,971, Plastic is not reusable ,B,"A. Plastic is bad for the environment unless recycled
B. Plastic can be recycled
C. Plastic bottles are everywhere"
972,972, a donkey rides a bike ,B,"A. the boy likes watching donkeys
B. Donkeys walk on the ground and will not ride anybody
C. the donkey can not ride a bike"
973,973, the sun rises in the west ,A,"A. the sun rises in the east and sets in the west
B. the sun rises at different times in the east and west
C. on equinoxes, the sun remains in the sky for 12 hours"
974,974, kids do not learn how to speak until they learn to walk ,A,"A. walking and speaking use different organs and they are not dependent on each other
B. kids who cannot speak are often kids without legs
C. kids are not smart if they walk before they speak"
975,975, I cooked the chicken in the refrigerator. ,A,"A. you cant cook food in the refrigerator.
B. Chicken tastes good when it is cooked well.
C. The refrigerator is cold."
976,976, she likes to sit on babies from time to time ,C,"A. babies sometimes sit directly on the ground
B. The lady sits next to her baby
C. sitting on babies hurts them"
977,977, The order entered a system by the assistant. ,C,"A. The purchase order will not enter itself until it has approval.
B. The purchase order does not like the assistant.
C. A purchase order is not able to perform human tasks."
978,978, Volcanoes produce snowballs when they erupt. ,C,"A. Volcanoes is not the only mountain that is on water.
B. she threw a snowball to the volcano
C. Volcanos do not produce snowballs, because it is too hot"
979,979, Joey likes to eat poison ,C,"A. Poison can be used to suicide
B. Some mushrooms are poisonous
C. If you eat poison, you will die"
980,980, The dog was clean after playing in the mud. ,B,"A. Mud baths are offered at some spas.
B. Mud is dirty, so playing in it will get dirty.
C. Dogs like to play with ball."
981,981, humans use gas to wash their clothes ,C,"A. people wash their clothes when they get dirty
B. gas is a substance like the air that is neither liquid nor solid and burns easily
C. people use laundry detergent to wash clothes not the gas"
982,982, Knives heal children. ,A,"A. Knives have no function to heal people
B. Knives are sliver-made.
C. Children always need healing."
983,983, There is a car engine on an airplane ,A,"A. Airplane need bigger engines than cars
B. both airplanes and cars need engines
C. the airplane can be used to transport cars' engines"
984,984, Racism is over ,A,"A. Racism is wrong and unfortunately still around today
B. Prejudice and racism are very closely related
C. Systematic racism is still strong"
985,985, I took home the gold during class. ,A,"A. there is usually no precious metal in the classroom
B. the chemistry teacher was talking about the nature of gold during class
C. I prefer silver to gold"
986,986, at night it's easy to find sun ,B,"A. plants need sunlight to live
B. sun can be seen only during the day
C. electricity can be generated from sunlight"
987,987, He returned five octopus to the library ,C,"A. octopus can not read
B. octopus has eight legs
C. octopus live in the ocean"
988,988, rats can eat snakes ,C,"A. snakes are longer than rats
B. snakes and mice are natural enemies
C. snakes are not usually food for rats"
989,989, she wants to drink some water because she is full ,A,"A. people always don't drink water when they are full
B. she is full so she wants to take a walk
C. she is full after she ate much water"
990,990, I bought a car in the book store ,A,"A. Cars are not sold in book stores
B. Cars do not appear in history books
C. I go to a book store by car"
991,991, people behave softly if they are angry ,C,"A. anger is an emotion
B. animals get anger sometimes
C. usually people behave indifferently while in anger"
992,992, all films are real life ,C,"A. films are also called movies
B. Hawking's story was adapted into a film
C. many films are imaginary"
993,993, my car is smaller than my bike ,A,"A. The car is much bigger than a bike
B. Usually, a car is expensive than a bike
C. People can ride a bike or drive a car"
994,994, He played a game with fairies ,C,"A. some children believe that fairies exist
B. that child looks like a fairy
C. Fairies arent real,  dislike the children"
995,995," If it is a sunny day, you would got wet. ",A,"A. Usually a sunny day don't cause to wet.
B. People prefer to walk during sunny day.
C. People feel mess if they are wet."
996,996, ice hockey is a financial institution ,C,"A. Children's playing ice hockey requires financial support
B. Playing ice hockey well can bring you money
C. There are no relationships between ice hockey and finance"
997,997, He put water without a container in the freezer for 24 hours ,B,"A. Water and containers are two different elements to distinguish.
B. water cannot be in the freezer without a container.
C. Water more deep in a container cannot always be empty."
